Datetime,RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,WindSpeed_count,PowerOutput,SpeiseSpannung,StatusAnlage,MaxWindHeute,offsetWindDirection,PitchDeg,Status_rounded,ReconstructionError,status_anterior
2023-06-26 14:20:00,3.672787979966611,0.005008347245409,36.86677796327212,4.564941569282137,599,0.0,27.8,13.0,11.8,3.689482470784641,80.70675802425357,13.0,19.887123,13.0
2022-07-07 01:50:00,0.0,0.0,24.17696160267112,1.56110183639399,599,0.0,27.8,13.0,4.8,-11.729549248747912,80.70873502503002,13.0,19.774519,13.0
2023-07-19 18:00:00,2.6973333333333334,0.0,35.7,3.844333333333333,600,0.0,27.8,13.0,13.3,-10.226666666666668,80.31399387000002,13.0,19.731598,13.0
2022-04-07 18:30:00,14.525876460767948,3.0984974958263773,25.215859766277127,15.215025041736226,599,0.0863105175292153,27.8,13.0,30.5,-5.801335559265443,80.31399387000002,13.0,19.614756,13.0
2022-01-15 02:00:00,0.4904841402337229,0.0,4.100834724540901,1.467278797996661,599,0.0,27.8,13.0,3.1,23.69282136894825,80.31399387000002,13.0,19.498787,13.0
2022-07-07 01:40:00,0.0,0.0,24.18881469115192,0.5175292153589316,599,0.0,27.8,13.0,4.8,1.2186978297161937,80.70873502503002,13.0,19.414808,13.0
2022-01-25 17:30:00,0.0943238731218697,0.0,10.648747913188648,1.276126878130217,599,0.0,27.8,13.0,4.4,17.395659432387312,80.31399387000002,13.0,19.411848,13.0
2023-07-11 18:40:00,3.64440734557596,0.0,41.42470784641068,4.331552587646077,599,0.0,27.8,13.0,11.4,-8.954924874791319,80.70873502503002,13.0,19.37656,13.0
2022-01-15 00:00:00,0.0,0.0,5.1,1.4886477462437395,599,0.0,27.8,13.0,2.3,1.2420701168614356,80.31399387000002,13.0,19.3501,13.0
2023-07-19 17:50:00,2.869616026711185,0.0,35.700834724540904,4.000500834724541,599,0.0,27.8,13.0,13.3,-11.515859766277128,80.31399387000002,13.0,19.132673,13.0
2022-08-04 19:40:00,0.0,0.0,41.59483333333333,0.8330000000000001,600,0.0,27.8,13.0,8.7,40.36,80.31399387000002,13.0,19.126205,13.0
